event_id,event_type,timestamp,customer_id,customer_segment,amount,currency,payment_method,decline_reason_code,country,region,is_cross_border,merchant_id,merchant_type,previous_recovery_attempts,merchant_country,customer_timezone,customer_language,checkout_session_id,subscription_id,invoice_id,invoice_due_date,days_overdue,attempted_payment_method,original_payment_method,customer_lifetime_value,customer_previous_success_rate,customer_previous_recovery_count,risk_signal,checkout_stage,amount_in_inr
EVT-0098,overdue_invoice,2026-08-20T22:20:27.782197Z,CUS-0054,retail,141.99,MYR,international_card,customer_cashflow_issue,MY,Kuala Lumpur,True,MER-008,ecommerce,2,IN,Asia/Kuala_Lumpur,en-MY,,,inv_355135,2026-07-24,27,international_card,international_card,23770,0.6,2,low,,2499.02
EVT-0099,failed_subscription,2026-08-21T23:23:56.294070Z,CUS-0040,retail,9999.0,INR,netbanking,insufficient_funds,IN,Telangana,False,MER-009,marketplace,0,IN,Asia/Kolkata,en-IN,,sub_332335,,,,netbanking,netbanking,18135,0.23,0,low,,9999.0
EVT-0100,abandoned_checkout,2026-08-23T00:15:08.005619Z,CUS-0019,enterprise,45000.0,INR,card,checkout_friction,IN,Telangana,False,MER-002,SaaS,1,IN,Asia/Kolkata,en-IN,sess_913934,,,,,card,card,1049320,0.3,0,low,authentication,45000.0
EVT-0101,overdue_invoice,2026-08-21T17:16:23.575590Z,CUS-0055,retail,11.77,GBP,international_card,customer_cashflow_issue,GB,England,True,MER-003,marketplace,0,IN,Europe/London,en-GB,,,inv_731661,2026-08-09,12,international_card,international_card,4537,0.65,3,low,,1248.8
EVT-0102,abandoned_checkout,2026-08-22T20:08:11.041519Z,CUS-0007,retail,7500.0,INR,bank_transfer,payment_method_unavailable,IN,Karnataka,False,MER-003,marketplace,3,IN,Asia/Kolkata,en-IN,sess_896788,,,,,bank_transfer,bank_transfer,6558,0.84,3,low,review,7500.0
EVT-0103,failed_payment,2026-08-22T00:03:37.682275Z,CUS-0055,retail,70.69,GBP,bank_transfer,insufficient_funds,GB,England,True,MER-010,education,0,IN,Europe/London,en-GB,,,,,,bank_transfer,bank_transfer,4537,0.65,3,low,,7500.21
EVT-0104,failed_payment,2026-08-20T18:44:10.374576Z,CUS-0044,enterprise,9691.63,AED,international_card,issuer_declined,AE,Abu Dhabi,True,MER-005,travel,2,IN,Asia/Dubai,en-AE,,,,,,international_card,international_card,588531,0.91,3,low,,220000.0
EVT-0105,failed_subscription,2026-08-21T20:46:56.241399Z,CUS-0043,retail,9999.0,INR,upi,card_expired,IN,Karnataka,False,MER-001,ecommerce,0,IN,Asia/Kolkata,en-IN,,sub_744883,,,,upi,upi,8552,0.29,0,low,,9999.0
EVT-0106,abandoned_checkout,2026-08-24T17:27:17.636957Z,CUS-0038,SMB,42500.0,INR,wallet,checkout_friction,IN,Tamil Nadu,False,MER-008,ecommerce,1,IN,Asia/Kolkata,en-IN,sess_949153,,,,,wallet,wallet,54985,0.51,0,low,payment_details,42500.0
EVT-0107,failed_subscription,2026-08-22T15:13:08.424109Z,CUS-0046,SMB,8500.0,INR,netbanking,insufficient_funds,IN,Telangana,False,MER-009,marketplace,0,IN,Asia/Kolkata,en-IN,,sub_849014,,,,netbanking,netbanking,75203,0.39,0,low,,8500.0
EVT-0108,abandoned_checkout,2026-08-25T04:10:59.604076Z,CUS-0020,SMB,24900.0,INR,bank_transfer,checkout_friction,IN,Maharashtra,False,MER-001,ecommerce,0,IN,Asia/Kolkata,en-IN,sess_648141,,,,,bank_transfer,bank_transfer,199637,0.92,1,low,payment_details,24900.0
EVT-0109,abandoned_checkout,2026-08-23T16:58:46.786365Z,CUS-0034,SMB,224.55,USD,international_card,customer_abandoned,US,California,True,MER-005,travel,0,IN,America/New_York,en-US,sess_927564,,,,,international_card,international_card,181711,0.9,4,low,authentication,18749.92
EVT-0110,abandoned_checkout,2026-08-21T20:27:06.403152Z,CUS-0033,retail,47.89,USD,international_card,payment_method_unavailable,US,Texas,True,MER-002,SaaS,1,IN,America/New_York,en-US,sess_449555,,,,,international_card,international_card,18371,0.23,0,low,payment_method_selection,3998.82
EVT-0111,failed_subscription,2026-08-25T01:33:22.197844Z,CUS-0057,retail,40.44,SGD,international_card,card_expired,SG,Central Region,True,MER-003,marketplace,3,IN,Asia/Singapore,en-SG,,sub_235215,,,,international_card,international_card,28193,0.86,3,low,,2499.19
EVT-0112,abandoned_checkout,2026-08-24T05:41:58.087849Z,CUS-0008,SMB,42500.0,INR,card,authentication_failed,IN,Gujarat,False,MER-005,travel,1,IN,Asia/Kolkata,en-IN,sess_802667,,,,,card,card,139647,0.6,4,low,payment_method_selection,42500.0
EVT-0113,abandoned_checkout,2026-08-21T08:44:01.167722Z,CUS-0050,retail,2499.0,INR,card,price_shock,IN,Gujarat,False,MER-006,professional_services,0,IN,Asia/Kolkata,en-IN,sess_458332,,,,,card,card,9331,0.92,3,low,review,2499.0
EVT-0114,abandoned_checkout,2026-08-24T11:39:05.480078Z,CUS-0025,enterprise,115000.0,INR,upi,checkout_friction,IN,Delhi,False,MER-003,marketplace,0,IN,Asia/Kolkata,en-IN,sess_632351,,,,,upi,upi,1866239,0.59,3,low,payment_method_selection,115000.0
EVT-0115,failed_subscription,2026-08-21T08:47:57.930348Z,CUS-0016,SMB,12450.0,INR,bank_transfer,network_error,IN,Tamil Nadu,False,MER-010,education,0,IN,Asia/Kolkata,en-IN,,sub_948343,,,,bank_transfer,bank_transfer,196345,0.54,0,low,,12450.0
EVT-0116,failed_payment,2026-08-23T21:34:09.350413Z,CUS-0043,retail,7500.0,INR,wallet,card_invalid,IN,Karnataka,False,MER-001,ecommerce,0,IN,Asia/Kolkata,en-IN,,,,,,wallet,wallet,8552,0.29,0,low,,7500.0
EVT-0117,overdue_invoice,2026-08-25T01:19:09.482432Z,CUS-0043,retail,2499.0,INR,wallet,customer_dispute,IN,Karnataka,False,MER-004,education,1,IN,Asia/Kolkata,en-IN,,,inv_975679,2026-08-13,12,wallet,wallet,8552,0.29,0,low,,2499.0
EVT-0118,failed_subscription,2026-08-24T03:11:33.607186Z,CUS-0057,retail,64.71,SGD,international_card,card_expired,SG,Central Region,True,MER-010,education,4,IN,Asia/Singapore,en-SG,,sub_627335,,,,international_card,international_card,28193,0.86,3,low,,3999.08
EVT-0119,abandoned_checkout,2026-08-24T14:52:28.619698Z,CUS-0019,enterprise,75000.0,INR,upi,checkout_friction,IN,Telangana,False,MER-004,education,2,IN,Asia/Kolkata,en-IN,sess_772324,,,,,upi,upi,1049320,0.3,0,low,review,75000.0
EVT-0120,failed_subscription,2026-08-24T12:24:41.508806Z,CUS-0058,retail,5800.0,INR,netbanking,risk_flagged,IN,Delhi,False,MER-002,SaaS,1,IN,Asia/Kolkata,en-IN,,sub_187949,,,,netbanking,netbanking,19397,0.65,4,high,,5800.0
